packet_length,protocol_encoding,source_ip_event_rate,destination_port_class,threat_score,malicious_flag_ratio,attack_type_frequency,time_of_day_deviation,burst_rate,packet_size_variance,honeypot_interaction_count,session_duration_estimate,unique_destination_count,rolling_average_deviation,z_score_anomaly,label
426,1,6.0,2,0.1624,0.0,14,0,6.0,72207.63186813187,4,543180.0,8,37.64285714285717,0.14008480454776953,0
155,1,15.0,1,0.0737,0.0,18,1,15.0,35812.92810457516,4,538660.0,8,-175.1111111111111,-0.9253239184709144,0
62,1,8.0,3,0.4691,1.0,17,1,7.0,354079.76086956525,4,203143.0,10,-320.25,-0.5381936716137931,1
323,1,19.0,1,0.2409,0.0,22,0,19.0,86225.20562770563,4,587358.0,8,-18.409090909090935,-0.06269244722420231,0
3457,1,9.0,1,0.2585,1.0,10,1,7.0,2028838.5444444444,4,410.0,5,629.0999999999999,0.44166800711057397,1
355,2,3.0,2,0.2425,0.0,17,0,3.0,56107.31617647059,4,555448.0,9,-41.23529411764707,-0.17408419715859236,0
208,1,24.0,1,0.2992,0.0,26,0,24.0,98181.16461538461,4,588915.0,7,-182.26923076923077,-0.5817002775984562,0
137,1,17.0,2,0.0897,0.0,17,0,17.0,48733.38970588235,4,515470.0,7,-170.52941176470586,-0.7724777584101438,0
513,2,13.0,1,0.4072,0.0,19,0,13.0,90002.83040935673,3,576462.0,9,151.94736842105266,0.5064832639385173,0
110,1,12.0,1,0.2862,0.0,17,1,12.0,28337.433823529413,4,505122.0,8,-190.94117647058823,-1.134277545253409,0
66,1,8.0,2,0.2452,0.0,17,0,8.0,102776.61764705883,4,518593.0,8,-327.6470588235294,-1.0220193378695457,0
359,1,13.0,1,0.211,0.0,14,0,13.0,11802.901098901099,4,535567.0,8,31.142857142857167,0.28665800203928593,0
143,1,1.0,2,0.0816,0.0,13,0,1.0,67188.19230769231,4,586231.0,8,-186.23076923076923,-0.7184639122728339,0
400,1,12.0,1,0.0403,0.0,19,0,12.0,16260.315789473685,4,546018.0,9,144.26315789473685,1.1313342801606165,0
62,1,3.0,2,0.2058,1.0,32,1,2.0,382988.06342494715,4,240010.0,10,-721.2727272727273,-1.1654855454885003,1
357,2,6.0,2,0.0304,0.0,25,1,6.0,130221.41666666667,4,518292.0,8,-62.39999999999998,-0.17291926538200197,0
413,1,7.0,1,0.0384,0.0,23,1,7.0,82528.71541501976,4,587358.0,8,68.47826086956519,0.23836922226355353,0
467,1,8.0,2,0.1094,0.0,26,0,8.0,111766.65846153846,4,556427.0,9,61.53846153846155,0.1840731741225877,0
178,1,2.0,2,0.6937,1.0,19,0,2.0,8683.555555555555,4,435691.0,9,-58.0,-0.6224137811255455,1
412,1,3.0,1,0.2936,0.0,18,0,3.0,52820.69281045752,4,555448.0,9,14.888888888888914,0.06478287867663572,0
3740,1,9.0,1,0.243,1.0,15,0,8.0,2226028.3225108227,4,285577.0,9,1200.318181818182,0.8045092498532201,1
126,1,4.0,2,0.022,0.0,16,0,4.0,16141.229166666666,4,541165.0,9,-101.8125,-0.8013694827936918,0
476,1,1.0,2,0.1456,0.0,12,1,1.0,86124.75,4,460890.0,7,96.75,0.32967573762265995,0
403,1,7.0,1,0.405,0.0,15,0,7.0,28418.571428571428,4,591563.0,9,98.0,0.5813329699210749,0
72,1,10.0,2,0.292,1.0,13,0,8.0,102.97435897435898,4,570.0,8,10.153846153846153,1.0006127451555364,1
440,1,14.0,1,0.2116,0.0,15,0,14.0,113675.8380952381,4,525601.0,8,59.46666666666664,0.17637600967714404,0
1142,1,22.0,1,0.4896,1.0,17,0,21.0,362415.24,4,203143.0,10,729.36,1.2115426738749198,1
248,1,21.0,1,0.1814,0.0,24,0,21.0,48860.07971014493,4,555011.0,9,-87.58333333333331,-0.396227290285384,0
57,2,2.0,1,0.1991,0.0,22,0,2.0,58570.06060606061,4,570452.0,9,-300.1818181818182,-1.2403565576293052,0
165,1,11.0,1,0.1073,0.0,24,0,11.0,37927.65217391304,4,557964.0,10,-177.5,-0.9114238262623305,0
659,1,34.0,2,0.63,1.0,15,0,34.0,286917.63963963964,4,175303.0,10,254.8378378378378,0.4757571095643946,1
438,1,11.0,1,0.2239,0.0,17,0,11.0,35421.05882352941,4,513103.0,10,101.94117647058823,0.541650154974103,0
1124,1,1.0,1,0.5493,0.0,19,1,1.0,59798.83040935673,4,591257.0,9,795.0526315789473,3.2512437811400594,0
205,1,1.0,1,0.2257,0.0,15,1,1.0,149590.69523809524,4,572973.0,7,-208.86666666666667,-0.5400287054256898,0
455,1,6.0,1,0.0039,0.0,18,1,6.0,96940.05555555556,4,518593.0,8,57.94444444444446,0.18610591271291596,0
497,1,9.0,2,0.2008,0.0,16,0,9.0,106945.22916666667,4,525601.0,8,109.1875,0.33388139133836625,0
1919,1,4.0,1,0.5748,1.0,27,0,3.0,379655.73902439023,4,388325.0,9,972.2439024390244,1.5779027878138456,1
312,1,13.0,2,0.1551,0.0,13,0,13.0,79295.57692307692,4,478489.0,7,-62.076923076923094,-0.22044776535506663,0
105,1,16.0,2,0.2352,0.0,20,0,16.0,58245.9447368421,4,572155.0,8,-221.95,-0.9196494224682135,0
229,1,30.0,1,0.7149,1.0,27,0,30.0,382661.8861788618,4,388325.0,9,-700.6666666666666,-1.1326711870479742,1
116,1,19.0,1,0.2541,1.0,14,0,16.0,313317.90476190473,4,433916.0,9,-579.1428571428571,-1.034649131472579,1
1926,1,27.0,2,0.2133,1.0,33,0,26.0,403302.13636363635,4,240010.0,10,1117.3333333333335,1.7594117740676118,1
121,1,4.0,1,0.2736,0.0,18,0,4.0,70982.80065359476,4,575162.0,9,-212.72222222222223,-0.7984289875440105,0
40,1,13.0,3,0.4022,1.0,8,0,12.0,12671.093073593074,4,306612.0,10,-141.95454545454547,-1.2610789106218823,1
973,1,6.0,1,0.8347,1.0,14,1,6.0,249064.93421052632,4,60427.0,10,-93.25,-0.18684976099448106,1
146,2,5.0,2,0.0654,0.0,18,0,5.0,47115.359477124184,4,520923.0,8,-162.77777777777777,-0.7499181429951975,0
44,1,13.0,2,0.3108,1.0,15,1,12.0,3125484.2,4,177329.0,7,-972.9,-0.5503127177575795,1
252,1,3.0,2,0.2598,0.0,14,0,3.0,17124.379120879123,4,464958.0,7,-36.071428571428555,-0.2756486852153469,0
211,1,3.0,1,0.137,0.0,10,1,3.0,90663.16666666667,4,500742.0,4,-156.5,-0.519755268089182,0
48,1,10.0,1,0.2702,0.0,21,1,10.0,110130.44761904761,4,534630.0,10,-368.6190476190476,-1.1107698180025034,0
131,1,6.0,2,0.2532,0.0,25,0,6.0,147946.19,4,573995.0,9,-322.76,-0.8391272294966251,0
113,1,7.0,2,0.1588,0.0,18,0,7.0,36101.64705882353,4,513103.0,10,-210.66666666666669,-1.1087466368868593,0
98,2,5.0,2,0.1445,0.0,16,0,5.0,108969.59583333334,4,501836.0,9,-271.5625,-0.8226538377642488,0
955,1,10.0,1,0.2578,1.0,14,0,10.0,1977605.6710526317,4,175003.0,9,-667.25,-0.47448089809357485,1
59,1,14.0,2,0.0464,0.0,15,0,14.0,171738.69523809524,4,505560.0,9,-282.46666666666664,-0.6816055615700877,0
1828,1,2.0,2,0.2195,1.0,12,0,1.0,237749.73333333334,4,105254.0,8,591.5,1.2130947681940951,1
1347,1,8.0,1,0.6111,1.0,17,0,6.0,215775.6838235294,4,579.0,9,137.0588235294117,0.29505688208186703,1
185,2,10.0,1,0.1035,0.0,25,0,10.0,123652.25,4,575570.0,8,-171.39999999999998,-0.48742725095532785,0
262,1,6.0,1,0.0184,0.0,14,1,6.0,74093.14835164836,4,478489.0,8,-104.07142857142856,-0.38233362239324126,0
164,2,16.0,2,0.2911,0.0,18,0,16.0,137665.15359477125,4,588969.0,8,-230.27777777777777,-0.6206403654173533,0
965,1,6.0,2,0.6032,1.0,16,0,5.0,307495.29583333334,4,572.0,8,-280.6875,-0.506178662962894,1
629,1,10.0,1,0.2499,0.0,20,0,10.0,61153.10263157895,4,591257.0,9,285.05,1.152688067213532,0
96,1,24.0,2,0.2338,0.0,26,0,24.0,121314.16615384615,4,575570.0,8,-250.38461538461536,-0.7188725191832683,0
141,1,5.0,2,0.0735,0.0,27,1,5.0,118210.56410256411,4,575570.0,9,-197.77777777777777,-0.5752403581034368,0
455,1,1.0,2,0.1349,0.0,13,1,1.0,20348.602564102563,4,574882.0,7,137.53846153846155,0.9641772220665402,0
389,1,20.0,1,0.1389,0.0,21,0,20.0,63682.990476190476,4,590098.0,10,14.095238095238074,0.055854824523661695,0
315,1,14.0,1,0.1858,0.0,26,1,14.0,142768.89384615383,4,573995.0,9,-133.4230769230769,-0.35311336421255746,0
244,1,15.0,1,0.0145,0.0,16,0,15.0,68134.13333333333,4,557294.0,8,-86.5,-0.3313856814428235,0
249,1,9.0,1,0.4676,1.0,9,0,9.0,8587.55238095238,4,152809.0,10,-26.866666666666674,-0.2899206085076046,1
893,1,9.0,2,0.2332,0.0,14,0,9.0,36700.74725274725,4,486989.0,6,509.14285714285717,2.6576770241727825,0
710,1,22.0,1,0.6243,1.0,15,0,22.0,2270398.936758893,4,285577.0,9,-1750.1304347826085,-1.1615003095770802,1
50,2,9.0,2,0.0484,0.0,17,0,9.0,106973.93382352941,4,525601.0,8,-317.94117647058823,-0.9720929502123881,0
327,2,2.0,2,0.0141,0.0,20,0,2.0,179642.4710526316,4,581799.0,9,-120.05000000000001,-0.28324200124541454,0
117,1,4.0,2,0.1951,0.0,22,1,4.0,91219.29004329005,4,513165.0,9,-255.36363636363637,-0.8455040848611727,0
237,1,22.0,1,0.258,0.0,26,1,22.0,46469.93846153846,4,508235.0,8,-36.53846153846155,-0.1694978558091933,0
132,1,12.0,2,0.0082,0.0,17,1,12.0,99415.81617647059,4,598170.0,10,-180.76470588235293,-0.5733052221658047,0
413,1,1.0,2,0.0019,0.0,23,0,1.0,87144.75494071146,4,521130.0,9,38.86956521739131,0.13167067328647616,0
417,1,11.0,2,0.0024,0.0,17,0,11.0,95228.06617647059,4,512750.0,8,108.76470588235293,0.3524564862107009,0
440,1,7.0,2,0.2681,0.0,22,1,7.0,51186.11255411255,4,594980.0,9,107.72727272727275,0.4761563621606723,0
692,2,21.0,1,0.2173,0.0,25,0,21.0,51905.556666666664,4,555011.0,9,342.16,1.5018353093690884,0
1360,1,9.0,1,0.5197,0.0,17,0,9.0,88417.4044117647,4,577182.0,8,965.1764705882354,3.2459202491524284,0
465,2,1.0,2,0.0696,0.0,14,0,1.0,16605.362637362636,3,521050.0,4,162.85714285714283,1.2638124493339,0
1601,1,26.0,1,0.6354,1.0,17,0,25.0,402233.9953846154,4,203143.0,10,1142.6538461538462,1.8016702169976777,1
234,1,7.0,2,0.0889,0.0,19,1,7.0,95019.36257309941,4,465737.0,8,-132.84210526315792,-0.43095278661637776,0
1949,1,31.0,2,0.2121,1.0,34,0,31.0,422608.5647342995,4,240010.0,10,1115.5434782608695,1.7160002799890761,1
338,1,30.0,2,0.2413,1.0,13,0,30.0,212078.5747126437,4,539315.0,10,34.333333333333314,0.07455342021786318,1
70,1,18.0,3,0.72,1.0,14,0,18.0,1993462.5333333334,4,175003.0,9,-1478.3333333333333,-1.0470521927654746,1
1919,1,11.0,1,0.5768,1.0,17,0,10.0,314944.4705882353,4,572.0,8,633.7058823529412,1.129199675050436,1
251,1,15.0,2,0.2473,0.0,20,1,15.0,85871.41842105263,4,576462.0,9,-104.55000000000001,-0.35677935731487737,0
292,1,22.0,2,0.1837,0.0,23,0,22.0,95470.78260869565,4,519879.0,10,-94.6521739130435,-0.3063341057248393,0
190,1,18.0,2,0.8033,1.0,15,0,18.0,261841.4871794872,4,135438.0,10,-376.7777777777778,-0.7363190740649499,1
398,1,7.0,1,0.2497,0.0,18,0,7.0,110193.55555555556,3,520617.0,8,-51.55555555555554,-0.1553092680351465,0
248,1,7.0,2,0.0179,0.0,19,0,7.0,106209.83040935673,4,520617.0,9,-190.94736842105266,-0.5859105522811677,0
119,1,14.0,2,0.0224,0.0,16,1,14.0,53302.4,4,551582.0,9,-222.5,-0.9637327847544869,0
367,1,12.0,1,0.1419,0.0,14,0,12.0,62121.76373626374,4,586231.0,9,35.071428571428555,0.14071213989573833,0
1188,1,34.0,2,0.3854,1.0,18,0,34.0,1363382.4384615384,4,405795.0,10,33.65000000000009,0.028818821745323103,1
207,1,3.0,2,0.1619,0.0,19,0,3.0,17366.719298245614,4,521150.0,8,-47.05263157894737,-0.3570467016427267,0
422,1,16.0,2,0.1887,0.0,27,0,16.0,45498.960113960115,4,508235.0,8,142.962962962963,0.670228366891486,0
1875,1,6.0,1,0.4757,1.0,9,1,5.0,514693.85714285716,4,344844.0,7,1296.0,1.8064689825474542,1
828,1,20.0,1,0.3283,0.0,22,1,20.0,100439.47402597402,4,586779.0,8,425.95454545454544,1.3440364355073604,0
365,1,13.0,2,0.2675,0.0,15,0,13.0,34102.97142857143,4,486989.0,6,-17.600000000000023,-0.09530519125575831,0
95,1,5.0,1,0.1189,0.0,11,0,5.0,13950.054545454546,4,525960.0,7,-142.36363636363637,-1.205344303405669,0
703,1,23.0,1,0.2553,1.0,9,1,23.0,1339088.427536232,4,234482.0,9,-53.91666666666663,-0.046592756654787064,1
241,1,45.0,2,0.3185,1.0,16,1,45.0,382875.5,4,555693.0,10,-451.16666666666663,-0.7291354551972765,1
262,2,4.0,1,0.1137,0.0,21,1,4.0,22190.790476190476,4,538628.0,10,-63.76190476190476,-0.4280306767927883,0
430,2,10.0,2,0.0746,0.0,15,0,10.0,121495.85714285714,4,539847.0,9,-19.0,-0.054509583832811355,0
235,1,21.0,2,0.2901,1.0,15,0,18.0,2377986.1666666665,4,285577.0,9,-2132.4166666666665,-1.3828255851768838,1
158,1,7.0,2,0.3966,1.0,8,0,6.0,7776.780952380952,4,256893.0,9,23.73333333333332,0.2691279514937103,1
165,1,3.0,2,0.2276,0.0,25,0,3.0,37607.583333333336,4,557964.0,10,-170.39999999999998,-0.8786822980249794,0
1212,1,14.0,2,0.5062,1.0,15,0,12.0,311339.7487684729,4,433916.0,9,499.0344827586207,0.8943618603266779,1
42,1,9.0,2,0.4887,1.0,15,0,9.0,282614.7254623044,4,175303.0,10,-352.63157894736844,-0.6633210940601416,1
358,1,21.0,1,0.1679,0.0,24,1,21.0,78948.07971014493,4,587358.0,8,12.916666666666686,0.045970546496062165,0
962,2,11.0,1,0.3867,0.0,22,0,11.0,104580.98917748917,4,526838.0,10,532.6818181818182,1.6471816701164061,0
866,1,13.0,1,0.6301,1.0,28,1,12.0,373645.1550387597,4,388325.0,9,-62.186046511627865,-0.10173333219994701,1
1971,1,9.0,2,0.3073,1.0,16,0,8.0,343728.19583333336,4,541.0,9,923.0625,1.5744306240256425,1
277,1,3.0,1,0.0874,0.0,28,0,3.0,49441.550264550264,4,561951.0,9,-104.92857142857144,-0.47189754742250284,0
169,1,18.0,2,0.1623,0.0,18,0,18.0,36056.0,4,553407.0,8,-149.0,-0.7846888758647749,0
65,2,9.0,1,0.2084,0.0,19,0,9.0,135723.6081871345,4,588969.0,8,-311.94736842105266,-0.8467469245011491,0
322,2,10.0,1,0.5749,0.0,27,0,10.0,107725.93447293447,4,556427.0,9,-80.37037037037038,-0.2448701428831843,0
348,1,30.0,1,0.6378,1.0,16,0,27.0,275233.2523616734,4,175303.0,10,-45.43589743589746,-0.08660613536634039,1
98,1,12.0,1,0.1855,0.0,21,0,12.0,60975.990476190476,4,591257.0,10,-234.23809523809524,-0.9485890258509427,0
246,1,5.0,2,0.1249,0.0,18,0,5.0,93815.46732026144,4,598170.0,10,-63.05555555555554,-0.20586671439821877,0
2814,1,24.0,1,0.3555,1.0,17,1,23.0,756440.8103448276,4,160734.0,10,1324.896551724138,1.5233317507629418,1
1696,1,11.0,1,0.533,1.0,12,0,10.0,1200525.5147058824,4,271432.0,8,-86.52941176470586,-0.07897289415423257,1
461,1,2.0,2,0.1256,0.0,28,1,2.0,114365.90476190476,4,575570.0,9,117.85714285714283,0.3485038847360611,0
386,1,15.0,2,0.4448,0.0,21,0,15.0,109755.42857142857,4,498181.0,10,-13.857142857142833,-0.04182738263599504,0
186,2,2.0,2,0.2198,0.0,20,0,2.0,15647.671052631578,4,546018.0,10,-66.25,-0.5296159168601839,0
374,1,10.0,2,0.1512,0.0,15,0,10.0,90295.6380952381,4,503728.0,7,-38.26666666666665,-0.1273465687216396,0
366,1,21.0,2,0.2913,0.0,23,1,21.0,95930.53359683795,4,586779.0,8,-34.47826086956519,-0.11131839120983583,0
112,1,11.0,2,0.0781,0.0,20,1,11.0,28501.58947368421,4,527806.0,7,-201.7,-1.1947343711354224,0
414,1,4.0,2,0.0083,0.0,16,0,4.0,30305.066666666666,4,489381.0,8,89.0,0.5112488978674963,0
364,1,19.0,2,0.2489,0.0,21,0,19.0,12060.190476190477,4,567420.0,9,51.904761904761926,0.47263961481644196,0
1969,1,40.0,1,0.818,1.0,16,0,40.0,330236.04551282054,4,175335.0,10,1536.175,2.673181553020906,1
68,1,14.0,3,0.271,1.0,16,0,13.0,325226.4195121951,4,175335.0,10,-355.9268292682927,-0.624119593253902,1
238,1,14.0,2,0.4168,0.0,16,0,14.0,141551.05,4,572973.0,7,-164.875,-0.4382261212956157,0
687,1,12.0,1,0.2301,0.0,23,1,12.0,60637.35177865613,4,570452.0,9,315.4782608695652,1.281148065086415,0
453,2,6.0,2,0.1128,0.0,23,0,6.0,49493.16996047431,4,594980.0,9,115.47826086956519,0.5190719961389115,0
369,2,2.0,2,0.0923,0.0,17,0,2.0,130244.61764705883,4,466391.0,10,-48.35294117647061,-0.13398093480110296,0
437,1,24.0,2,0.2497,0.0,24,0,24.0,81254.14492753622,4,581734.0,9,106.66666666666669,0.37420187683326056,0
1201,1,3.0,2,0.4272,0.0,19,1,3.0,200886.15204678362,4,414709.0,9,678.5263157894736,1.5138808518764313,0
266,1,6.0,1,0.0701,0.0,16,0,6.0,85613.05,4,503728.0,8,-137.125,-0.4686478791266536,0
79,1,6.0,1,0.0768,0.0,19,0,6.0,44892.67251461988,4,583418.0,9,-233.68421052631578,-1.1029139733422322,0
449,1,20.0,2,0.0323,0.0,20,0,20.0,18352.905263157896,4,522613.0,8,185.2,1.3670631315833903,0
60,2,5.0,2,0.2212,0.0,20,0,5.0,133603.04210526316,4,588969.0,8,-301.1,-0.8237635702528715,0
458,1,18.0,2,0.1145,0.0,26,0,18.0,50279.28,4,555011.0,9,104.0,0.4638086183679761,0
251,1,1.0,2,0.0716,0.0,20,0,1.0,75854.99736842106,4,492639.0,9,-90.05000000000001,-0.32695773666094285,0
411,1,9.0,2,0.0433,0.0,12,1,9.0,15194.333333333334,4,525960.0,7,159.16666666666666,1.291252859666697,0
278,1,51.0,1,0.2982,1.0,16,0,51.0,378904.0134680135,4,555693.0,10,-406.6363636363636,-0.6606046255205679,1
319,2,12.0,2,0.024,0.0,13,1,12.0,23944.923076923078,4,503201.0,9,16.61538461538464,0.10737512334813863,0
1860,1,11.0,1,0.5168,1.0,18,0,8.0,226559.46732026144,4,579.0,9,613.9444444444443,1.2898463123104817,1
89,1,8.0,1,0.157,0.0,22,0,8.0,13748.235930735931,4,567420.0,9,-212.95454545454544,-1.8161989749039733,0
1052,2,5.0,1,0.1958,0.0,21,0,5.0,96131.29047619048,4,492639.0,9,677.0952380952381,2.1838226864137313,0
317,1,7.0,1,0.1915,0.0,18,0,7.0,123142.65359477124,4,466391.0,10,-94.77777777777777,-0.2700861211373061,0
82,1,8.0,2,0.1133,0.0,13,0,8.0,21478.423076923078,4,497268.0,7,-167.6153846153846,-1.1437014759339486,0
1227,1,8.0,1,0.8458,1.0,14,0,8.0,2346691.06,4,402176.0,9,-1186.3200000000002,-0.7744152430813478,1
240,1,8.0,2,0.2007,0.0,16,0,8.0,63129.82916666667,4,533035.0,7,-29.6875,-0.11815614685376583,0
194,1,12.0,2,0.0986,0.0,24,0,12.0,86441.10144927536,4,593070.0,9,-172.16666666666669,-0.5855836267232892,0
417,2,9.0,1,0.1238,0.0,17,0,9.0,72385.68382352941,4,575817.0,8,1.941176470588232,0.007215038913327128,0
484,1,16.0,1,0.0915,0.0,18,0,16.0,83658.18300653595,4,577182.0,8,84.22222222222223,0.2911873353984719,0
44,1,9.0,1,0.0884,0.0,23,0,9.0,148788.79446640317,4,545585.0,10,-376.60869565217394,-0.97634932619277,0
294,1,23.0,2,0.1773,0.0,27,1,23.0,138160.98575498574,4,573995.0,9,-148.7037037037037,-0.40006363242612486,0
125,1,10.0,2,0.1123,0.0,23,1,10.0,23280.766798418972,4,576880.0,10,-175.30434782608694,-1.148931263436457,0
219,1,10.0,1,0.2957,0.0,22,0,10.0,106015.76623376623,4,498181.0,10,-172.63636363636363,-0.5302089461915199,0
68,1,16.0,2,0.4639,1.0,9,0,15.0,7532.783333333334,4,256893.0,9,-62.125,-0.7157950055431723,1
241,1,14.0,2,0.0661,0.0,21,0,14.0,140135.04761904763,4,516334.0,7,-141.04761904761904,-0.3767839343967155,0
239,1,12.0,1,0.1008,0.0,24,0,12.0,143693.95471014493,4,545585.0,10,-174.04166666666669,-0.45912821747291294,0
983,2,13.0,1,0.2483,0.0,16,0,13.0,54359.45,4,486989.0,6,562.875,2.414206600665306,0
452,1,7.0,2,0.294,0.0,19,0,7.0,181468.47953216374,4,554471.0,8,-25.42105263157896,-0.05967506896557016,0
48,2,8.0,1,0.0607,0.0,17,0,8.0,108241.49264705883,4,501836.0,9,-302.6470588235294,-0.9198977814389259,0
424,1,8.0,2,0.0906,0.0,19,0,8.0,34625.83040935673,4,513103.0,10,95.05263157894734,0.5108154757184833,0
372,1,3.0,2,0.5789,1.0,9,0,3.0,10503.367647058823,4,256893.0,9,227.64705882352942,2.221251632560673,1
737,2,7.0,1,0.5583,0.0,28,0,7.0,107735.26322751323,4,556427.0,9,322.67857142857144,0.9830852656526685,0
192,2,12.0,2,0.0567,0.0,21,0,12.0,80982.1619047619,4,511704.0,9,-162.47619047619048,-0.5709460129106086,0
836,1,34.0,1,0.3189,1.0,18,0,33.0,1331769.7487804878,4,405795.0,10,-310.58536585365846,-0.26913266754455534,1
379,1,19.0,2,0.1832,0.0,21,0,19.0,170880.8619047619,4,581799.0,9,-64.8095238095238,-0.15678052612631455,0
1130,2,17.0,1,0.5169,0.0,21,0,17.0,86042.6619047619,4,572155.0,8,764.8095238095239,2.6073322023430863,0
310,1,14.0,2,0.0168,0.0,15,0,14.0,15933.266666666666,4,464958.0,7,20.46666666666664,0.1621416932460107,0
445,1,10.0,2,0.0328,0.0,14,1,10.0,19945.186813186814,4,574882.0,7,118.42857142857144,0.8385663602098574,0
473,1,16.0,1,0.1598,0.0,18,0,16.0,26438.408496732027,4,581529.0,8,135.05555555555554,0.8306054941340414,0
168,2,14.0,1,0.2696,0.0,22,0,14.0,145555.97619047618,4,574046.0,9,-303.5,-0.7955063941403541,0
479,2,16.0,2,0.2269,0.0,18,0,16.0,66507.76470588235,4,540510.0,8,107.66666666666669,0.4174890524938827,0
193,2,15.0,2,0.1411,0.0,19,1,15.0,64486.71929824561,4,540510.0,8,-168.94736842105266,-0.6652981102691122,0
43,1,12.0,3,0.7812,1.0,14,0,11.0,120.42307692307692,4,570.0,8,-17.5,-1.5947154024926522,1
314,2,3.0,1,0.2336,0.0,29,0,3.0,110310.69458128078,4,575570.0,9,-28.137931034482733,-0.0847194936198816,0
145,1,1.0,2,0.1764,0.0,20,1,1.0,34495.25,4,553817.0,10,-174.75,-0.9408871472929031,0
228,1,10.0,1,0.3367,1.0,16,0,6.0,9353.983333333334,4,512.0,9,-26.875,-0.2778754487373518,1
170,2,5.0,2,0.4807,0.0,16,0,5.0,15764.0625,4,464958.0,8,-112.0625,-0.8925370084362263,0
283,1,23.0,1,0.0644,0.0,28,1,23.0,43814.37433862434,4,508235.0,8,3.821428571428555,0.018256496538244054,0
450,2,16.0,1,0.254,0.0,16,0,16.0,85869.85,3,537877.0,9,64.625,0.22053636091293602,0
1819,1,14.0,1,0.6319,1.0,13,1,14.0,1680455.9477124184,4,96695.0,10,927.2222222222222,0.7152704205422378,1
316,1,12.0,2,0.6679,1.0,10,0,12.0,1291069.3766666667,4,234482.0,10,-423.28,-0.37252288569272113,1
4135,1,19.0,1,0.3919,1.0,10,1,19.0,2222407.21,4,148127.0,10,2589.7200000000003,1.7371646856090708,1
316,1,3.0,2,0.0993,0.0,20,0,3.0,173220.34473684212,4,554471.0,9,-153.35000000000002,-0.36845489537124104,0
267,1,9.0,2,0.2218,0.0,16,1,9.0,160636.02916666667,4,505560.0,9,-69.8125,-0.17418538405206221,0
263,1,24.0,2,0.2426,0.0,27,0,24.0,48652.16524216524,4,555011.0,9,-87.62962962962962,-0.397282915722012,0
101,1,17.0,2,0.1566,0.0,18,0,17.0,53552.143790849674,4,468015.0,8,-282.44444444444446,-1.2205191733557996,0
1340,1,12.0,2,0.8041,1.0,17,0,12.0,327262.86029411765,4,541.0,9,274.8823529411766,0.48050565007891866,1
1373,1,4.0,2,0.6573,1.0,4,0,3.0,2628174.0,3,444.0,3,-974.0,-0.6008027330180745,1
957,2,5.0,1,0.2685,0.0,28,0,5.0,59981.84126984127,4,555011.0,10,584.7142857142858,2.387447377971141,0
497,2,19.0,2,0.2395,0.0,24,0,19.0,36872.92753623189,4,566163.0,8,127.66666666666669,0.6648500554247179,0
137,1,16.0,2,0.6329,1.0,21,1,14.0,10442.647619047619,4,466730.0,10,-94.61904761904762,-0.9259195645066945,1
111,1,23.0,1,0.2955,0.0,25,0,23.0,105153.41,4,587864.0,9,-293.92,-0.9063949110329367,0
188,2,5.0,2,0.1749,0.0,20,0,5.0,79409.81842105264,4,570137.0,9,-190.14999999999998,-0.6747753797243755,0
152,1,22.0,2,0.0409,0.0,25,0,22.0,79140.66666666667,4,581734.0,9,-171.2,-0.6085607075145126,0
322,1,6.0,2,0.0094,0.0,17,0,6.0,104637.94117647059,4,548848.0,9,-114.23529411764707,-0.35314715444325,0
470,2,1.0,2,0.2909,0.0,12,1,1.0,25511.878787878788,4,567431.0,9,195.66666666666669,1.2250268993528834,0
116,1,12.0,2,0.2736,0.0,15,0,12.0,130095.20952380952,4,536966.0,8,-241.06666666666666,-0.6683539364657651,0
114,1,29.0,1,0.4494,0.0,29,0,29.0,106997.67733990148,4,566691.0,9,-289.9655172413793,-0.8864600731713638,0
240,2,1.0,1,0.0159,0.0,19,1,1.0,34373.09941520468,4,575655.0,8,-73.89473684210526,-0.39856958988234276,0
333,1,13.0,2,0.164,0.0,18,0,13.0,28722.147058823528,4,576244.0,8,76.16666666666669,0.44942424648302204,0
50,1,23.0,2,0.1349,0.0,26,0,23.0,130260.88153846154,4,518292.0,8,-355.1923076923077,-0.9841392327997385,0
345,1,19.0,1,0.7005,1.0,19,1,19.0,2430668.975369458,4,243118.0,10,-839.7586206896551,-0.5386312692541326,1
420,1,17.0,2,0.3171,0.0,17,1,17.0,20925.507352941175,3,522191.0,6,94.58823529411762,0.6538816122223343,0
183,1,16.0,2,0.0859,0.0,20,0,16.0,17880.684210526317,4,571339.0,8,-92.5,-0.6917507937364216,0
298,2,2.0,1,0.2619,0.0,17,1,2.0,32197.367647058825,4,569782.0,8,2.3529411764706083,0.013112964535163951,0
448,1,18.0,2,0.0397,0.0,26,0,18.0,61207.515384615384,4,533559.0,10,131.65384615384613,0.5321464581928177,0
615,1,6.0,2,0.7552,1.0,13,1,5.0,1190271.0065359478,4,126818.0,10,-964.7777777777778,-0.884309649757644,1
4216,1,28.0,2,0.4156,1.0,17,1,27.0,978222.1379310344,4,160734.0,10,2636.0,2.665180716958331,1
83,2,8.0,2,0.0111,0.0,17,1,8.0,67479.05882352941,4,557294.0,8,-232.94117647058823,-0.8967301176808158,0
